"SRR1917694_sorted"	"SRR1917695_sorted"	"SRR1917696_sorted"	"SRR1917697_sorted"	"SRR1917698_sorted"	"SRR1917699_sorted"	"SRR1917700_sorted"	"SRR1917701_sorted"	"SRR1917702_sorted"	"SRR1917703_sorted"	"SRR1917704_sorted"	"SRR1917705_sorted"	"SRR1917706_sorted"	"SRR1917707_sorted"	"SRR1917708_sorted"	"SRR1917709_sorted"	"SRR1917710_sorted"	"SRR1917711_sorted"	"SRR1917712_sorted"	"SRR1917713_sorted"	"SRR1917714_sorted"	"SRR1917715_sorted"
"gene:Rv0201c"	534	334	657	2206	3136	2623	2549	1304	717	3648	2489	997	420	2367	2668	2951	1343	1513	1950	3549	360	333
"gene:Rv0202c"	2280	841	1764	6126	7837	6236	8206	4395	2456	9861	7426	3052	820	4880	6115	6755	3421	4110	6556	11241	1187	851
"gene:Rv0203"	205	89	160	662	873	548	598	385	233	1792	1267	546	62	357	291	416	184	279	1521	2596	77	63
"gene:Rv0204c"	412	172	344	1479	1941	1583	1296	691	448	3804	2889	1151	188	984	1346	1841	914	1088	3253	5104	271	218
"gene:Rv0205"	434	201	326	1339	1483	1180	1599	828	497	2352	1671	862	145	763	1142	746	358	377	1924	2979	187	149
"gene:Rv0206c"	6468	2597	5595	21257	27540	20910	30262	16435	10346	34667	26322	10719	2448	13377	17458	20876	9962	10554	22197	38981	3971	2817
"gene:Rv0207c"	790	417	698	1911	2447	1704	2440	1466	978	3209	2779	1261	209	1122	1340	1992	982	1213	3229	5618	477	333
"gene:Rv0208c"	911	479	971	1749	2044	1274	2373	1396	862	3217	2608	1042	185	1040	1199	2814	1344	1511	3207	5147	678	488
"gene:Rv0209"	225	82	134	618	730	524	797	433	291	989	699	331	124	482	575	1091	582	655	757	1289	154	125
"gene:Rv0210"	184	58	105	403	592	434	662	353	243	677	458	222	31	352	419	566	294	363	342	602	109	71
"gene:Rv0211"	4523	2693	5119	8648	13509	10205	5762	3131	2113	7243	5558	2164	1474	10183	8156	45679	22348	23415	8008	13464	2065	1911
"gene:Rv0212c"	101	45	73	191	232	199	290	137	121	500	353	147	25	181	195	319	149	149	438	724	92	90
"gene:Rv0213c"	46	10	55	151	162	143	160	77	59	355	289	80	16	93	73	101	37	56	321	610	64	44
"gene:Rv0214"	135	72	100	316	387	235	340	169	116	738	644	211	28	144	185	309	128	145	838	1476	140	90
"gene:Rv0215c"	288	121	213	401	553	398	737	330	201	1022	773	345	34	246	395	175	88	119	591	1116	91	81
"gene:Rv0216"	214	98	158	409	508	368	769	531	260	930	698	306	35	233	273	209	90	136	485	816	160	97
"gene:Rv0217c"	145	56	121	375	463	371	361	198	122	912	722	288	63	284	353	289	130	165	740	1397	116	57
"gene:Rv0218"	203	82	151	362	336	289	718	379	220	555	386	177	46	233	300	218	106	139	337	555	127	130
"gene:Rv0219"	25	12	42	32	41	55	57	29	18	105	62	21	11	48	27	23	3	9	83	99	17	11
"gene:Rv0220"	4504	1696	2994	6915	9518	6987	11518	6326	3729	9948	7603	2924	865	4708	9369	4927	2427	2990	8779	15045	1409	1076
"gene:Rv0221"	838	351	650	1867	2731	2177	2873	1449	928	3580	2876	1272	309	1555	2758	1587	691	804	2456	4210	440	412
"gene:Rv0222"	508	169	325	1077	1628	1116	1891	1019	591	2046	1421	687	163	815	1382	760	363	437	1243	2093	309	220
"gene:Rv0223c"	709	357	513	893	955	732	2382	1363	735	1156	809	332	84	657	682	550	266	356	827	1274	698	539
"gene:Rv0224c"	101	58	90	292	293	287	592	324	171	785	514	206	41	184	172	105	54	59	390	642	54	54
"gene:Rv0225"	412	188	349	1589	1933	1532	2087	1005	560	4661	3162	1560	160	871	1172	574	289	366	2160	4136	184	148
"gene:Rv0226c"	275	125	239	1336	1794	1523	1700	781	455	3151	2446	1210	121	748	962	630	321	330	1562	2853	95	72
"gene:Rv0227c"	1178	406	1128	4646	5184	3774	6050	3785	2158	9442	7289	2321	513	2891	2393	2182	929	1250	7107	13195	796	446
"gene:Rv0228"	137	45	124	460	595	530	454	224	113	1551	1109	525	52	346	403	387	217	323	815	1447	71	39
"gene:Rv0229c"	473	225	467	1516	2245	1806	2093	1025	679	3485	2719	806	166	1152	1479	770	408	488	2478	3904	328	293
"gene:Rv0230c"	352	164	242	634	706	495	1158	789	413	1272	987	389	104	507	571	832	390	580	1013	1761	253	225
"gene:Rv0231"	642	258	556	1599	1796	1081	2317	1603	972	2948	2186	703	167	1087	797	750	360	599	2323	3825	627	352
"gene:Rv0232"	443	271	499	1228	1192	1013	1703	999	758	5108	4168	1781	297	1479	2323	2386	1503	1514	3379	4858	323	247
"gene:Rv0233"	737	429	788	1591	2200	2036	1976	1315	958	6872	5035	2171	253	1549	2593	2015	906	1493	4217	7599	388	298
"gene:Rv0234c"	446	255	422	864	1291	1085	1311	712	355	2848	2305	795	161	811	860	889	419	542	1962	3349	227	181
"gene:Rv0235c"	181	92	159	298	390	254	571	302	161	993	800	444	48	243	561	196	97	117	479	846	69	45
"gene:Rv0236c"	1580	691	1550	6076	8523	6642	8118	3723	2125	15206	11820	5266	857	4205	5425	3096	1607	1425	6349	11417	481	361
"gene:Rv0236A"	131	67	142	398	416	246	399	259	175	555	359	180	22	212	147	165	86	71	501	1007	41	62
"gene:Rv0237"	416	125	310	1500	1856	1286	1714	852	449	3929	3322	1478	189	869	1086	730	393	509	2123	3695	136	119
"gene:Rv0238"	393	170	303	982	1456	1060	1118	550	352	1465	1168	458	143	1051	1622	1076	553	532	1033	1704	173	129
"gene:Rv0239"	439	228	339	685	1565	1016	1414	770	503	1539	1085	482	92	692	746	551	280	250	1372	2034	168	127
"gene:Rv0240"	68	73	136	446	700	514	632	218	94	1003	693	266	63	456	541	396	191	147	610	1030	85	61
"gene:Rv0241c"	1175	612	1268	2780	3836	3228	5727	2998	2294	10969	7839	3266	1890	9900	14296	7686	3553	4218	4597	8534	671	563
"gene:Rv0242c"	1498	748	1559	3526	5990	4464	8145	3423	2812	13786	10264	4178	1921	10366	18245	9629	4349	5831	4716	8650	538	378
"gene:Rv0243"	3324	1594	3112	8016	14539	11744	20484	7207	6063	26443	18636	7642	3358	17387	35146	18014	8367	10687	8134	15173	1190	1008
"gene:Rv0244c"	3153	1815	4053	6532	8876	3964	8057	4194	2244	7485	6172	2133	6291	39006	31072	103669	49494	57722	5268	9093	874	707
"gene:Rv0245"	855	427	741	1878	2281	1527	3159	1488	888	1943	1522	600	795	4246	4467	9906	4811	4445	1666	3113	665	520
"gene:Rv0246"	236	146	208	605	614	388	980	543	294	1112	774	253	196	944	913	1329	602	678	918	1304	273	279
"gene:Rv0247c"	913	438	847	3100	3847	2914	2765	1699	1103	6144	4792	1516	390	2943	2263	3064	1507	1506	8229	13354	632	457
"gene:Rv0248c"	1694	708	1475	5462	7233	5090	5239	3022	1905	12142	9504	3285	736	4675	4563	5673	2688	3148	11169	18451	915	618
"gene:Rv0249c"	868	501	997	3397	3206	2377	2675	1569	983	6187	4755	1283	271	2139	2024	2515	1086	1531	6403	10942	611	440
"gene:Rv0250c"	1395	635	1350	2830	2510	1804	4706	2638	1900	3847	3036	933	122	801	1184	1695	758	964	4201	7857	714	516
"gene:Rv0251c"	1258	562	1230	332	372	348	502	391	905	503	314	170	99	683	606	7782	4803	6517	720	1246	216	226
"gene:Rv0252"	459	168	339	1119	1514	1273	1588	722	588	1687	1336	586	132	742	1104	830	440	402	821	1484	231	251
"gene:Rv0253"	102	25	83	170	207	185	255	132	105	215	170	50	21	107	152	85	46	57	155	304	29	17
"gene:Rv0254c"	66	24	51	244	212	192	306	126	84	472	410	144	28	186	139	249	165	149	418	573	62	59
"gene:Rv0255c"	304	97	235	876	1109	919	1220	668	461	1375	1043	440	120	551	608	967	513	631	967	1561	251	199
"gene:Rv0256c"	639	226	536	1725	2288	1517	2330	1222	685	3454	2664	1057	214	1350	984	1270	669	1144	2144	3823	576	360
"gene:Rv0257"	170	61	154	294	361	316	471	214	120	629	489	165	49	345	504	624	326	416	319	587	54	36
"gene:Rv0258c"	129	94	122	119	153	125	243	173	109	271	219	97	28	144	138	145	63	120	355	614	81	45
"gene:Rv0259c"	26	9	32	34	73	17	47	29	19	76	60	27	4	28	30	40	21	24	66	92	15	17
"gene:Rv0260c"	9	5	5	9	12	5	6	1	6	43	22	10	1	4	2	13	14	3	14	34	5	8
"gene:Rv0261c"	27	22	22	103	119	57	118	49	30	277	190	58	17	67	84	79	38	31	145	180	39	19
"gene:Rv0262c"	634	286	389	860	1088	914	1061	554	460	1243	979	331	98	605	875	764	373	362	998	1596	183	137
"gene:Rv0263c"	1030	319	444	590	707	497	665	416	371	968	806	291	51	518	723	344	157	178	451	849	112	88
"gene:Rv0264c"	1033	334	652	601	689	558	720	468	416	1153	846	339	104	584	846	397	252	264	668	1064	171	111
"gene:Rv0265c"	316	132	227	784	1245	911	947	488	234	2003	1533	580	81	547	785	944	415	465	1349	2317	100	60
"gene:Rv0266c"	754	255	607	2121	2658	2154	3406	1875	1123	3338	2551	1047	315	1886	1972	2831	1455	1657	1980	3485	526	348
"gene:Rv0267"	6	8	9	53	53	30	57	41	40	80	104	39	7	63	44	63	43	53	73	112	17	28
"gene:Rv0268c"	1538	781	1297	3170	3543	2250	6740	3816	2308	3540	2727	863	623	4072	3065	3621	1666	2261	2330	3733	1871	1585
"gene:Rv0269c"	194	70	129	333	488	407	596	351	207	662	514	194	48	261	367	382	192	248	507	958	77	53
"gene:Rv0270"	5076	1784	3483	7345	10624	7874	15263	7495	5272	11685	8862	3290	1088	6561	13223	9937	5246	5773	8824	15028	2298	1615
"gene:Rv0271c"	1171	591	987	2683	3251	2535	2773	1654	1051	4828	3596	1484	532	3073	3729	5561	2715	3143	3161	5275	648	495
"gene:Rv0272c"	529	313	509	920	1162	875	1063	642	371	1452	1055	386	149	932	984	1365	619	787	1395	2572	364	284
"gene:Rv0273c"	156	71	115	259	328	245	336	191	99	515	408	124	31	286	306	430	193	280	498	862	93	72
"gene:Rv0274"	289	235	260	472	760	532	416	329	202	872	672	229	42	308	376	634	325	418	970	1640	241	176
"gene:Rv0275c"	1143	776	1402	2101	2853	2040	2847	1598	1001	2990	2461	798	418	2978	3358	11973	6331	6869	2982	5719	923	848
"gene:Rv0276"	4301	2134	3756	4478	6040	4471	6901	4817	2692	6000	4084	1676	1415	9705	10548	17757	8481	11850	5651	10580	2358	2134
"gene:Rv0277c"	2582	1581	2856	8576	10853	8992	8219	4020	2446	11769	9001	3743	975	6092	5883	8141	3791	4360	9846	17285	1724	1363
"gene:Rv0278c"	109	48	91	386	469	418	481	223	211	868	779	299	57	362	422	715	382	405	408	600	67	54
"gene:Rv0279c"	256	152	234	699	916	869	1301	597	413	2044	1414	723	171	901	1198	1731	1037	1092	744	1057	134	137
"gene:Rv0280"	127	23	51	237	361	301	388	129	69	13889	13196	4121	491	2990	4303	9397	6502	6521	892	1469	77	88
"gene:Rv0281"	712	386	654	2427	3117	2337	2407	1496	782	9237	7179	2657	566	4011	4511	6497	3348	3662	4032	6888	624	367
"gene:Rv0282"	2755	1014	2069	7403	10282	7464	8323	4446	2897	37637	31757	12676	8070	44908	69970	59035	29347	31878	14546	26524	1677	1185
"gene:Rv0283"	1620	500	1243	4667	7220	5560	5379	2943	1947	21880	17656	7249	5589	29072	45643	35721	18799	20716	8163	13351	879	610
"gene:Rv0284"	3871	1219	2964	12711	17578	13722	14554	8409	4781	49586	41863	16586	13672	74539	120715	83752	43233	43465	24442	43222	2676	1876
"gene:Rv0285"	118	37	70	281	356	358	514	242	178	982	775	407	281	1485	3334	2121	1234	1138	684	815	40	45
"gene:Rv0286"	978	335	881	4043	5874	4715	5421	2706	1451	13351	11066	4186	4401	22946	37156	24087	12054	13571	6367	10903	583	464
"gene:Rv0287"	196	45	100	377	475	284	797	383	260	842	769	298	116	1115	1977	1288	709	1150	791	1307	46	41
"gene:Rv0288"	259	71	186	684	918	725	1304	620	405	1473	1168	576	359	2493	4022	2229	1282	1580	1374	1936	108	115
"gene:Rv0289"	997	284	774	3673	5137	3793	5737	2740	1371	10155	8457	3687	3284	17032	25522	16412	7824	10616	4421	7863	429	274
"gene:Rv0290"	1675	409	1327	6260	7921	6404	10136	4374	2325	16350	13122	6747	5805	28581	46836	27788	13618	15868	7119	12742	698	485
"gene:Rv0291"	1152	304	753	4584	5665	4587	6440	2716	1291	13474	11195	5061	3989	20913	36116	18303	9116	11314	5461	10990	402	275
"gene:Rv0292"	988	309	839	3963	5700	4620	4842	2573	1244	11348	9462	3725	3299	18766	28067	16999	8520	8838	4648	8230	610	392
"gene:Rv0293c"	1235	832	1296	2381	3157	2388	4264	2053	1195	5368	4093	1596	506	2917	3926	3950	1907	2189	4005	6573	1149	806
"gene:Rv0294"	117	75	125	114	145	119	308	193	92	304	243	95	21	157	163	123	33	53	141	280	41	57
"gene:Rv0295c"	775	367	663	1556	2063	1696	2397	1332	748	3696	2656	1211	182	1127	1124	973	434	493	2754	4766	368	289
"gene:Rv0296c"	545	300	491	1430	1369	939	1426	858	505	2547	2219	647	95	754	586	827	385	593	2722	4788	325	206
"gene:Rv0297"	2561	1030	1953	5439	7746	5954	14427	6765	4093	7965	5316	2340	1985	10992	13779	20983	10468	11896	2485	4203	2701	2390
"gene:Rv0298"	326	142	240	696	1056	742	994	523	363	816	600	297	69	521	992	549	286	351	1210	1843	155	162
"gene:Rv0299"	201	95	176	634	946	704	1011	568	329	980	819	272	100	518	994	846	345	358	916	1482	123	120
"gene:Rv0300"	51	15	63	136	219	140	222	120	61	258	138	49	5	152	183	151	90	83	200	262	22	19
"gene:Rv0301"	324	145	330	1347	1950	1397	1919	797	477	2674	2038	1057	189	1193	1610	1471	706	623	1755	2997	169	154
"gene:Rv0302"	338	221	423	1579	2053	1428	2289	999	468	2934	2036	751	216	1644	1782	2373	1069	1142	1473	2603	283	216
"gene:Rv0303"	237	139	277	1021	1282	894	1215	544	277	1696	1314	579	223	1233	1349	1723	758	700	988	1792	154	121
"gene:Rv0304c"	249	169	265	836	881	704	720	531	324	1290	1031	361	120	623	669	690	301	318	1198	1986	386	368
"gene:Rv0305c"	395	189	269	620	743	515	775	427	311	1219	891	390	79	494	636	661	353	526	890	1590	618	458
"gene:Rv0306"	29	12	17	55	75	69	49	31	29	148	118	54	8	28	31	35	33	28	105	238	22	8
"gene:Rv0307c"	520	204	409	678	711	583	1076	563	371	684	513	230	121	515	629	1271	735	746	755	1378	293	240
"gene:Rv0308"	585	297	544	1041	1258	951	1460	912	559	3189	2539	1028	80	509	586	490	254	446	3048	5115	382	235
"gene:Rv0309"	1006	488	789	2364	2862	1725	2083	1401	786	7921	6375	2529	175	1135	897	738	326	589	6303	11145	778	560
"gene:Rv0310c"	105	37	92	169	185	131	240	119	73	546	423	112	11	85	76	84	38	40	446	710	34	26
"gene:Rv0311"	292	137	252	320	482	331	319	219	124	567	510	189	62	301	535	850	440	550	705	1298	162	116
"gene:Rv0312"	431	475	683	2450	2706	1492	1661	1315	755	5611	4660	2014	164	762	675	433	246	208	5205	9619	349	296
"gene:Rv0313"	877	464	779	1723	2533	1754	1969	1153	590	3750	2866	1200	208	1279	1681	2366	1223	1342	2592	3983	531	365
"gene:Rv0314c"	1909	849	1781	3625	4043	2786	7160	3995	2348	5113	3676	1196	490	3147	4298	2591	975	1257	4097	7588	1030	611
"gene:Rv0315"	1197	516	1185	3627	3412	2474	5308	3036	1549	7424	5902	2581	515	2790	2162	1260	535	655	6070	11026	599	324
"gene:Rv0316"	242	102	263	1016	1423	1047	1695	1046	478	2412	1780	863	154	992	893	482	203	293	1561	2666	173	95
"gene:Rv0317c"	693	351	677	1469	1980	1534	2286	1163	695	3593	2664	1017	236	1185	1664	938	485	474	2172	3692	328	255
"gene:Rv0318c"	51	31	49	173	157	110	280	168	97	321	250	79	18	104	86	116	72	67	214	316	30	47
"gene:Rv0319"	90	31	69	227	258	228	323	146	84	718	595	181	44	244	288	317	144	149	492	776	45	32
"gene:Rv0320"	35	15	23	78	75	89	142	77	46	427	383	166	9	114	159	72	34	46	317	489	21	22
"gene:Rv0321"	236	111	190	606	531	395	886	542	250	954	739	211	65	421	390	468	181	249	666	1216	126	103
"gene:Rv0322"	118	89	87	283	320	246	526	320	166	589	443	169	36	222	168	204	92	157	360	482	115	67
"gene:Rv0323c"	204	115	254	385	430	330	603	313	200	582	486	142	50	246	257	402	186	218	608	1012	122	102
"gene:Rv0324"	137	164	270	91	132	117	156	94	78	230	172	70	10	87	83	151	122	99	194	347	19	15
"gene:Rv0325"	1	4	12	14	3	7	12	6	9	5	3	6	1	1	1	9	6	7	7	15	3	0
"gene:Rv0326"	23	22	33	36	34	37	49	23	10	74	55	14	9	25	29	14	23	12	71	138	8	5
"gene:Rv0327c"	205	145	375	50	78	38	101	73	38	126	75	34	12	78	104	347	167	200	172	337	33	22
"gene:Rv0328"	187	137	333	353	712	465	638	269	168	725	532	179	73	432	678	964	565	567	612	1255	105	60
"gene:Rv0329c"	28	28	49	78	79	35	55	45	21	87	98	32	7	32	61	59	28	69	128	330	19	5
"gene:Rv0330c"	54	70	79	134	144	135	122	59	30	284	233	101	21	91	147	171	119	156	196	387	21	15
"gene:Rv0331"	703	623	2174	248	290	173	354	254	124	372	285	141	27	207	212	493	257	314	443	729	75	65
"gene:Rv0332"	415	160	483	806	815	621	973	554	336	1356	1047	524	111	641	779	1193	609	782	996	1954	132	110
"gene:Rv0333"	180	61	114	233	402	268	344	229	122	610	522	191	26	283	268	380	225	377	497	832	60	25
"gene:Rv0334"	210	104	183	426	555	491	533	393	266	682	497	214	72	427	479	484	264	344	669	1158	85	89
"gene:Rv0335c"	15	28	27	53	76	42	57	36	11	102	81	24	21	91	95	204	118	140	48	73	16	27
"gene:Rv0336"	383	174	400	1188	1912	1529	1878	872	514	3666	2697	1101	246	1646	2441	2232	1272	1231	1782	3065	259	237
"gene:Rv0337c"	856	332	795	3459	4104	3189	3011	1734	965	7320	5753	1821	157	1032	948	1538	678	875	5929	10147	939	730
"gene:Rv0338c"	3982	1973	3529	10647	14252	10074	10475	6534	3794	19503	14724	5349	282	1605	2189	1832	858	888	17315	29187	1882	1479
"gene:Rv0339c"	604	400	635	1720	2279	1713	2263	1143	691	2578	2070	882	269	1240	1636	1410	756	830	1645	3016	308	212
"gene:Rv0340"	509	244	429	1048	1544	1154	1454	783	537	1488	997	367	182	1166	1597	1871	986	1009	1249	2031	391	305
"gene:Rv0341"	336	78	195	351	470	471	643	313	222	1559	944	623	504	2412	3476	11102	6848	7078	7148	12638	4017	3086
"gene:Rv0342"	435	181	381	834	1038	750	1338	701	497	1856	1336	583	238	1355	1851	2773	1661	1755	2728	4950	1092	830
"gene:Rv0343"	312	151	310	714	987	857	979	583	303	1826	1454	516	116	910	1097	1297	702	686	1500	3084	572	406
"gene:Rv0344c"	114	49	107	309	286	196	306	216	146	677	500	170	31	143	144	104	48	63	596	925	64	23
"gene:Rv0345"	163	111	175	296	419	373	586	258	169	520	333	156	46	311	325	298	157	150	360	634	134	90
"gene:Rv0346c"	3113	1361	2826	9289	9333	6877	12383	6395	4071	11702	8692	2987	547	2837	4176	1530	713	761	8820	14515	1501	1100
"gene:Rv0347"	292	172	259	488	550	381	652	440	245	997	619	247	53	375	338	569	283	478	877	1403	201	150
"gene:Rv0348"	92	32	79	138	155	109	199	136	95	253	198	80	14	98	113	230	121	171	240	509	59	38
"gene:Rv0349"	129	91	146	301	371	284	434	237	127	735	627	185	53	209	226	350	157	257	606	1065	168	130
"gene:Rv0350"	12523	8429	13766	7832	10759	7104	3949	3436	7182	9481	7117	2565	729	4226	3657	14041	5971	10064	12092	20495	2389	2020
"gene:Rv0351"	1739	839	1414	1347	1974	1303	619	469	941	1640	1202	571	121	690	728	1917	948	1222	1669	2802	332	271
"gene:Rv0352"	3605	1439	2489	4376	5798	4068	2587	1599	2843	5313	4166	1637	283	1829	2339	4684	2062	3046	4728	8628	860	680
"gene:Rv0353"	519	234	466	727	1214	832	673	380	491	962	728	295	79	426	461	837	329	404	1007	1575	247	157
"gene:Rv0354c"	38	19	49	125	137	121	101	100	27	218	222	45	27	213	205	280	136	108	171	293	66	39
"gene:Rv0355c"	1022	456	790	2437	2971	2271	3003	1685	1144	5501	3948	1187	592	3452	5127	6174	2566	2776	3970	6659	953	802
"gene:Rv0356c"	89	32	50	287	349	242	300	156	82	683	578	231	38	246	177	337	159	297	572	875	81	64
"gene:Rv0357c"	224	76	143	620	706	441	596	370	198	1244	994	305	69	491	441	881	389	530	1696	2780	137	116
"gene:Rv0358"	40	16	31	93	110	103	158	68	45	234	174	87	13	86	85	124	69	79	210	327	35	16
"gene:Rv0359"	90	59	52	296	284	253	451	224	136	722	476	220	41	198	182	317	145	225	493	889	46	31
"gene:Rv0360c"	235	93	164	441	466	343	643	419	252	631	478	184	55	191	289	290	101	208	600	1152	139	71
"gene:Rv0361"	1209	729	1467	2600	3890	2839	3700	2215	1318	3831	3063	1152	1068	5664	6024	5941	2678	2861	3897	6562	996	853
"gene:Rv0362"	75	53	83	321	431	263	335	219	114	862	680	277	125	807	656	619	387	333	595	1032	95	97
"gene:Rv0363c"	1349	560	1046	2463	3856	2705	3740	2129	1363	4906	3804	1439	339	2378	3646	3378	1585	1963	4795	8657	651	481
"gene:Rv0364"	1242	587	1047	3584	3688	2847	4615	2510	1498	6500	5079	2106	455	2486	2725	2301	1015	1225	5418	8862	711	479
"gene:Rv0365c"	194	80	127	365	510	330	487	313	174	917	712	267	71	328	513	442	208	282	621	1122	59	70
"gene:Rv0366c"	23	19	35	143	150	172	162	78	45	269	237	104	35	189	195	215	104	99	227	334	51	33
"gene:Rv0367c"	64	37	77	186	228	171	323	192	151	284	217	120	55	227	287	365	221	238	298	493	82	48
"gene:Rv0368c"	40	20	45	83	87	97	138	95	42	172	129	64	6	60	75	77	52	80	101	192	45	18
"gene:Rv0369c"	52	10	46	68	96	69	95	54	22	115	87	59	12	65	79	53	28	43	65	167	39	31
"gene:Rv0370c"	61	28	47	71	127	84	145	91	54	143	109	56	8	62	61	49	30	27	111	170	56	47
"gene:Rv0371c"	10	1	7	29	34	16	33	9	4	22	24	9	1	17	11	16	12	2	4	11	15	5
"gene:Rv0372c"	17	5	10	16	27	44	53	21	23	26	32	19	10	46	43	20	8	19	13	29	7	5
"gene:Rv0373c"	113	89	110	161	218	188	296	177	146	308	259	102	45	163	154	211	94	101	153	340	117	72
"gene:Rv0374c"	11	3	13	11	12	8	15	13	5	15	31	11	5	6	16	10	12	12	12	11	6	2
"gene:Rv0375c"	14	20	10	26	43	42	61	34	12	76	67	24	2	35	25	40	24	36	20	54	18	4
"gene:Rv0376c"	97	28	53	136	221	182	233	156	92	289	208	88	27	132	157	263	162	178	119	254	60	29
"gene:Rv0377"	411	210	359	643	967	641	998	592	351	922	675	348	69	494	917	523	228	259	682	1132	216	171
"gene:Rv0378"	5	3	1	21	26	27	12	4	5	50	25	14	3	10	5	6	4	1	22	10	6	1
"gene:Rv0379"	764	285	685	1961	2375	1725	2480	1588	733	3357	2285	604	130	1171	830	512	256	366	3960	5785	603	415
"gene:Rv0380c"	74	37	50	219	309	254	304	112	88	374	298	131	27	181	362	187	99	70	236	436	31	12
"gene:Rv0381c"	128	66	119	340	605	454	497	254	173	725	561	292	68	359	539	472	234	222	453	788	39	38
"gene:Rv0382c"	107	50	111	362	540	493	489	227	131	938	790	274	57	365	546	461	231	223	558	926	49	39
"gene:Rv0383c"	1966	1075	1871	4506	7806	6110	6530	3291	2162	10628	7759	3647	799	4855	7357	7374	3766	4003	6880	12427	830	629
"gene:Rv0384c"	2858	2852	3638	1326	1890	1552	2091	1422	1354	2346	1731	654	366	2015	1989	8238	3857	5554	1440	2497	563	508
"gene:Rv0385"	182	80	119	388	556	347	614	305	203	731	542	214	51	372	433	798	370	549	488	930	144	129
"gene:Rv0386"	145	91	145	536	627	488	525	280	149	1571	1228	511	84	496	503	747	326	459	1392	2222	117	96
"gene:Rv0387c"	106	37	117	374	339	220	364	161	128	593	388	203	20	156	169	285	141	174	347	508	30	32
"gene:Rv0388c"	110	42	111	249	336	268	233	154	94	407	372	174	38	131	163	171	73	102	452	782	49	42
"gene:Rv0389"	206	109	182	426	527	446	633	354	216	713	444	267	65	372	644	809	472	523	640	948	107	76
"gene:Rv0390"	92	28	72	181	202	171	258	159	103	617	533	173	27	148	247	226	145	140	431	701	90	81
"gene:Rv0391"	628	206	454	1415	1881	1500	1679	881	613	3428	2560	1118	267	1323	1513	1678	858	936	2588	4678	424	328
"gene:Rv0392c"	451	257	349	847	1009	671	1307	783	512	1453	1141	484	113	706	901	950	461	552	1181	2040	339	222
"gene:Rv0393"	6	5	5	10	9	18	47	23	15	50	22	22	4	16	21	31	21	31	26	39	17	12
"gene:Rv0394c"	498	223	534	1507	1578	1294	1881	965	659	3034	2135	632	148	778	970	888	388	350	2073	3449	371	263
"gene:Rv0395"	9	4	7	25	26	19	47	33	14	52	52	16	4	15	26	18	7	8	27	35	5	7
"gene:Rv0396"	6	0	5	7	2	7	9	4	3	3	9	0	0	2	0	4	0	1	15	9	6	0
"gene:Rv0397"	4	2	11	36	21	22	39	5	9	45	56	26	3	17	26	61	15	19	40	68	37	25
"gene:Rv0397A"	501	352	519	474	570	487	1396	724	423	803	567	276	78	404	506	598	246	369	701	1197	516	413
"gene:Rv0398c"	177	69	149	324	521	431	430	291	194	554	444	182	50	321	415	343	145	170	369	622	82	68
"gene:Rv0399c"	215	121	228	587	813	678	710	417	248	721	656	201	100	605	885	583	274	215	564	1143	131	117
"gene:Rv0400c"	401	141	278	734	1149	863	860	480	350	1328	1047	353	129	642	969	849	368	459	912	1647	128	81
"gene:Rv0401"	161	73	113	403	382	383	594	268	177	461	302	133	12	211	315	160	87	147	341	626	66	45
"gene:Rv0402c"	641	300	693	1727	1961	1471	1879	1094	576	3976	3177	931	126	873	849	435	203	255	3729	6150	550	365
"gene:Rv0403c"	65	35	99	197	149	110	290	182	82	389	324	112	13	70	88	51	31	60	335	638	43	39
"gene:Rv0404"	264	122	197	756	779	500	647	381	205	2037	1590	461	26	256	202	130	77	120	1866	2763	127	152
"gene:Rv0405"	616	302	589	2538	3505	2533	2296	1183	717	5835	4761	1772	119	878	1202	682	404	358	4312	7127	256	177
"gene:Rv0406c"	203	57	150	329	350	263	407	254	141	558	376	158	48	225	335	498	243	297	399	725	132	73
"gene:Rv0407"	478	186	432	1012	1069	807	1173	699	424	1676	1396	512	150	710	862	1234	556	603	1624	2908	285	189
"gene:Rv0408"	594	245	595	1737	2161	1829	1772	1083	674	3478	2768	1030	348	1710	2004	2185	1094	1113	2271	4403	403	296
"gene:Rv0409"	391	179	287	1369	1685	1384	1463	820	468	2360	1783	779	200	962	1496	958	477	433	1372	2222	144	97
"gene:Rv0410c"	1155	670	988	3454	4201	3369	3639	2372	1210	5397	4351	1687	695	3931	4776	10771	5172	5611	7379	12827	1529	1068
"gene:Rv0411c"	389	207	373	1042	1468	1101	1379	836	395	2449	2056	676	217	1527	1738	4115	2017	2640	2445	4804	486	298
